unique_id,Painting,"On a scale of 1–10, how intense is the emotion conveyed by the artwork?",Describe how this painting makes you feel.,This art piece makes me feel sombre.,This art piece makes me feel content.,This art piece makes me feel calm.,This art piece makes me feel uneasy.,How many prominent colours do you notice in this painting?,How many objects caught your eye in the painting?,How much (in Canadian dollars) would you be willing to pay for this painting?,"If you could purchase this painting, which room would you put that painting in?","If you could view this art in person, who would you want to view it with?",What season does this art piece remind you of?,"If this painting was a food, what would be?",Imagine a soundtrack for this painting. Describe that soundtrack without naming any objects in the painting.,text_all
146,The Persistence of Memory,3.0,"contemplative, i feel very observant to find all the details in this painting.",3.0,4.0,5.0,4.0,6.0,6.0,5.0,"bathroom,dining room,living room","by yourself,friends,strangers",fall,pancake,"somewhat soft, calm, very contemplative sort of piano.","contemplative, i feel very observant to find all the details in this painting. pancake somewhat soft, calm, very contemplative sort of piano. bathroom,dining room,living room by yourself,friends,strangers fall"
147,The Persistence of Memory,8.0,"this painting makes me feel despair and a powerlessness, yet hopeful.",5.0,4.0,1.0,5.0,4.0,5.0,1500.0,"living room,office",by yourself,fall,multigrain bread,"it would be ethereal and ambient. it would be slow in tempo, and a little unnerving.","this painting makes me feel despair and a powerlessness, yet hopeful. multigrain bread it would be ethereal and ambient. it would be slow in tempo, and a little unnerving. living room,office by yourself fall"
148,The Persistence of Memory,5.0,it makes me feel calm and piece. it seems as if time has stood still. it is very far from real life,4.0,2.0,5.0,4.0,4.0,4.0,10000.0,office,by yourself,winter,soup,"it is a soft light music, very smoothing. it was interspersed with some crisp sounds","it makes me feel calm and piece. it seems as if time has stood still. it is very far from real life soup it is a soft light music, very smoothing. it was interspersed with some crisp sounds office by yourself winter"
149,The Persistence of Memory,6.0,"sad, nostalgic, stressed",4.0,2.0,2.0,3.0,4.0,3.0,30.0,"dining room,office","by yourself,friends","fall,summer",bread,intense and long,"sad, nostalgic, stressed bread intense and long dining room,office by yourself,friends fall,summer"
150,The Persistence of Memory,8.0,"the painting looks to be of a bleak, very hot land where everything sort of melts. it makes me feel sort of uneasy about trying to enter in this weird land.",2.0,2.0,2.0,4.0,4.0,5.0,10000.0,living room,"by yourself,friends,strangers",summer,grilled cheese,"slow, mellow soundtrack, gives like dune movie soundtrack vibes","the painting looks to be of a bleak, very hot land where everything sort of melts. it makes me feel sort of uneasy about trying to enter in this weird land. grilled cheese slow, mellow soundtrack, gives like dune movie soundtrack vibes living room by yourself,friends,strangers summer"
151,The Persistence of Memory,8.0,"this painting makes me feel sad and kind of ""droopy"", and also gives me a sense of loneliness and despair.",4.0,2.0,2.0,4.0,4.0,4.0,35.0,dining room,coworkers/classmates,winter,an orange,"it's a quiet piano melody, slow and played in a minor key. it is composed of mainly lower notes and doesn't have much progression.","this painting makes me feel sad and kind of ""droopy"", and also gives me a sense of loneliness and despair. an orange it's a quiet piano melody, slow and played in a minor key. it is composed of mainly lower notes and doesn't have much progression. dining room coworkers/classmates winter"
152,The Persistence of Memory,2.0,"confused, who would make floppy clocks. this would completely destroy its purpose.",1.0,1.0,1.0,5.0,4.0,4.0,5.0,bathroom,by yourself,summer,cereal,eldritch horror,"confused, who would make floppy clocks. this would completely destroy its purpose. cereal eldritch horror bathroom by yourself summer"
153,The Persistence of Memory,4.0,i feel like i am traveling during my summer vacation.,3.0,4.0,5.0,1.0,4.0,6.0,20.0,bathroom,by yourself,fall,ice-cream,"a peaceful, relaxing piano piece.","i feel like i am traveling during my summer vacation. ice-cream a peaceful, relaxing piano piece. bathroom by yourself fall"
154,The Persistence of Memory,8.0,unorganized,4.0,3.0,2.0,4.0,3.0,7.0,5.0,bathroom,by yourself,fall,any spoiled food,slow and gloomy,unorganized any spoiled food slow and gloomy bathroom by yourself fall
155,The Persistence of Memory,6.0,"this painting made me feel as if time had stood still, and my thoughts and consciousness seemed to have slowed down. the bizarre shapes in the painting made me even more lost in thought and reverie.",2.0,3.0,4.0,2.0,5.0,5.0,10000.0,office,"coworkers/classmates,strangers",summer,yogurt,this painting should be paired with a smoothing and gentle melody. it should bring people a sense of peace and tranquility.,"this painting made me feel as if time had stood still, and my thoughts and consciousness seemed to have slowed down. the bizarre shapes in the painting made me even more lost in thought and reverie. yogurt this painting should be paired with a smoothing and gentle melody. it should bring people a sense of peace and tranquility. office coworkers/classmates,strangers summer"
156,The Persistence of Memory,7.5,this painting makes me feel lethargic and as if things are slowing down.,4.0,2.0,2.0,4.0,4.0,7.0,25000.0,office,by yourself,winter,a fudgy brownie,low reverb with slowed-down beats. calming and slow to the point where it makes you uncomfortable.,this painting makes me feel lethargic and as if things are slowing down. a fudgy brownie low reverb with slowed-down beats. calming and slow to the point where it makes you uncomfortable. office by yourself winter
157,The Persistence of Memory,7.0,anxious,4.0,2.0,2.0,4.0,4.0,7.0,50.0,office,by yourself,winter,lemon,"slow, quiet, mysterious.","anxious lemon slow, quiet, mysterious. office by yourself winter"
158,The Persistence of Memory,7.0,"sad, like time is fading away and there is nothing you can do about it.",4.0,3.0,2.0,4.0,4.0,4.0,300.0,office,"by yourself,friends",fall,hard boiled eggs,organ-esque sounds with sad notes,"sad, like time is fading away and there is nothing you can do about it. hard boiled eggs organ-esque sounds with sad notes office by yourself,friends fall"
159,The Persistence of Memory,6.0,"the multiple droopy clocks makes me feel negative at the fact that ""time moves on"" irrespective of my current sense of happiness or optimism, or lack thereof.",4.0,2.0,3.0,4.0,3.0,4.0,5.0,office,by yourself,spring,turkey sandwich,"slow, depressing, piano.","the multiple droopy clocks makes me feel negative at the fact that ""time moves on"" irrespective of my current sense of happiness or optimism, or lack thereof. turkey sandwich slow, depressing, piano. office by yourself spring"
160,The Persistence of Memory,7.0,haunted and helpless,5.0,1.0,2.0,5.0,4.0,5.0,100.0,living room,"by yourself,friends",fall,cheap cheese pizza,"ambient, experimental, and terrifying, like the caretaker's ""everywhere at the end of time""","haunted and helpless cheap cheese pizza ambient, experimental, and terrifying, like the caretaker's ""everywhere at the end of time"" living room by yourself,friends fall"
161,The Persistence of Memory,4.0,"this painting makes me feel sleepy, slow and also slightly depressed. it makes me feel like this is a pessimistic piece. it's also quite peaceful but also unsettling.",4.0,4.0,3.0,5.0,5.0,6.0,100.0,"bathroom,office","by yourself,coworkers/classmates,friends","fall,winter",eggs,"slow, dramatic, eerie, quiet","this painting makes me feel sleepy, slow and also slightly depressed. it makes me feel like this is a pessimistic piece. it's also quite peaceful but also unsettling. eggs slow, dramatic, eerie, quiet bathroom,office by yourself,coworkers/classmates,friends fall,winter"
162,The Persistence of Memory,8.0,very weired,3.0,2.0,2.0,4.0,6.0,6.0,50.0,"dining room,living room,office","coworkers/classmates,family members,friends","fall,summer",pizza,flute,"very weired pizza flute dining room,living room,office coworkers/classmates,family members,friends fall,summer"
163,The Persistence of Memory,4.0,this painting makes me feel a little sorrowful about how time changes the world around us and how eventually after enough time we will be forgotten.,2.0,2.0,3.0,4.0,5.0,4.0,30.0,"living room,office","by yourself,friends",summer,whisky,the soundtrack would be quiet with low from brass instruments and something like a cello along with violins playing a melancholy melody. it would consist of long sweeping chords that feel almost sad.,"this painting makes me feel a little sorrowful about how time changes the world around us and how eventually after enough time we will be forgotten. whisky the soundtrack would be quiet with low from brass instruments and something like a cello along with violins playing a melancholy melody. it would consist of long sweeping chords that feel almost sad. living room,office by yourself,friends summer"
164,The Persistence of Memory,8.0,"this painting makes me feel miserable, like i'm dying, aware of my own mortality stitched with the passing of time.",4.0,1.0,1.0,4.0,3.0,6.0,50.0,bathroom,"by yourself,friends",winter,shepard's pie,"gloomy, slow, lofi production.","this painting makes me feel miserable, like i'm dying, aware of my own mortality stitched with the passing of time. shepard's pie gloomy, slow, lofi production. bathroom by yourself,friends winter"
165,The Persistence of Memory,7.0,"this painting makes me feel wistful, reflective, sluggish and a little unsettled.",4.0,2.0,2.0,5.0,4.0,6.0,10.0,"bathroom,office",by yourself,"fall,winter",french onion soup,"a slow, ambient type of soundtrack, experimental sound. the time signature changes. atonal or lots of dissonance.","this painting makes me feel wistful, reflective, sluggish and a little unsettled. french onion soup a slow, ambient type of soundtrack, experimental sound. the time signature changes. atonal or lots of dissonance. bathroom,office by yourself fall,winter"
